pop_tot_unw,casual_w_P_unw,casual_w_P_m_unw,casual_w_P_f_unw,casual_w_PS_unw,casual_w_PS_m_unw,casual_w_PS_f_unw,worker_P_unw,worker_P_m_unw,worker_P_f_unw,worker_PS_unw,worker_PS_m_unw,worker_PS_f_unw,labor_force_P_unw,labor_force_P_m_unw,labor_force_P_f_unw,labor_force_PS_unw,labor_force_PS_m_unw,labor_force_PS_f_unw,casual_w_W_unw,casual_w_W_m_unw,casual_w_W_f_unw,casual_w_WD_unw,casual_w_WD_m_unw,casual_w_WD_f_unw,worker_W_unw,worker_W_m_unw,worker_W_f_unw,labor_force_W_unw,labor_force_W_m_unw,labor_force_W_f_unw,worker_WD_unw,worker_WD_m_unw,worker_WD_f_unw,labor_force_WD_unw,labor_force_WD_m_unw,labor_force_WD_f_unw,pop_unw,pop_m_unw,pop_f_unw,s_casual_w_worker_PS_unw,s_casual_w_worker_P_unw,s_casual_w_worker_WD_unw,s_casual_w_worker_W_unw,s_casual_w_lf_PS_unw,s_casual_w_lf_P_unw,s_casual_w_lf_WD_unw,s_casual_w_lf_W_unw,s_casual_w_pop_PS_unw,s_casual_w_pop_P_unw,s_casual_w_pop_WD_unw,s_casual_w_pop_W_unw,s_casual_w_worker_PS_m_unw,s_casual_w_worker_P_m_unw,s_casual_w_worker_WD_m_unw,s_casual_w_worker_W_m_unw,s_casual_w_lf_PS_m_unw,s_casual_w_lf_P_m_unw,s_casual_w_lf_WD_m_unw,s_casual_w_lf_W_m_unw,s_casual_w_pop_PS_m_unw,s_casual_w_pop_P_m_unw,s_casual_w_pop_WD_m_unw,s_casual_w_pop_W_m_unw,s_casual_w_worker_PS_f_unw,s_casual_w_worker_P_f_unw,s_casual_w_worker_WD_f_unw,s_casual_w_worker_W_f_unw,s_casual_w_lf_PS_f_unw,s_casual_w_lf_P_f_unw,s_casual_w_lf_WD_f_unw,s_casual_w_lf_W_f_unw,s_casual_w_pop_PS_f_unw,s_casual_w_pop_P_f_unw,s_casual_w_pop_WD_f_unw,s_casual_w_pop_W_f_unw,data,time,state_name,state_code_PLFS
7422,1484,1208,275,1500,1212,287,2180,1795,384,2191,1799,391,2438,1951,486,2446,1953,492,1415,1145,269,1427,1153,273,2115,1737,377,2434,1950,483,2115,1737,377,2434,1950,483,5385,2720,2664,.68461889,.68073392,.67470449,.66903073,.61324614,.60869563,.58627772,.58134758,.27855152,.27558032,.26499537,.26276696,.6737076,.67298049,.66378814,.65918249,.62058371,.61916965,.59128207,.58717948,.44558823,.44411764,.42389706,.4209559,.73401535,.71614581,.7241379,.71352786,.58333331,.56584364,.56521738,.55693585,.10773274,.10322823,.10247748,.10097598,PLFS_1819,July 2018 - June 2019,UTTARANCHAL,5
11470,2066,1744,322,2095,1768,327,3602,3015,587,3608,3020,588,3939,3288,651,3944,3292,652,1943,1653,290,1959,1665,294,3468,2918,550,3909,3282,627,3468,2918,550,3909,3282,627,8272,4366,3906,.58065408,.57357025,.56487888,.5602653,.53118664,.52449858,.5011512,.49705806,.25326401,.24975821,.23682302,.23488878,.58543044,.57844114,.57059628,.56648391,.53705955,.53041363,.5073126,.50365633,.40494731,.3994503,.38135594,.37860742,.55612242,.54855198,.53454548,.5272727,.50153375,.49462366,.46889952,.46251994,.083717361,.082437277,.07526882,.074244753,PLFS_1819,July 2018 - June 2019,HARYANA,6
3853,413,371,42,423,379,44,1243,1066,177,1254,1075,179,1391,1188,203,1399,1194,205,409,365,44,410,366,44,1241,1061,180,1398,1190,208,1241,1061,180,1398,1190,208,2932,1616,1314,.33732057,.33226067,.33037874,.32957292,.30235884,.29690871,.2932761,.29256082,.14427012,.14085948,.1398363,.13949522,.35255814,.34803003,.34495759,.34401509,.31742042,.31228957,.30756304,.3067227,.2345297,.22957921,.22648515,.22586633,.24581006,.23728813,.24444444,.24444444,.21463415,.20689656,.21153846,.21153846,.033485539,.031963471,.033485539,.033485539,PLFS_1819,July 2018 - June 2019,DELHI,7
20073,4506,3420,1086,5226,3579,1647,6266,4905,1360,6918,4993,1924,6742,5298,1443,7375,5368,2006,4416,3232,1184,4459,3271,1188,6190,4733,1456,6843,5290,1552,6190,4733,1456,6843,5290,1552,14289,7277,7010,.75542063,.71911907,.72035539,.71340871,.70861018,.66834766,.65161479,.64533097,.36573589,.31534746,.31205824,.30904892,.71680355,.69724768,.69110501,.68286496,.66672873,.64552659,.6183365,.61096406,.49182355,.46997389,.44949841,.44413906,.85602909,.79852939,.81593406,.81318682,.82103688,.75259876,.76546389,.76288658,.23495007,.15492155,.16947219,.16890156,PLFS_1819,July 2018 - June 2019,RAJASTHAN,8
43364,9011,7993,1017,9712,8178,1533,11413,10056,1356,12060,10188,1871,12250,10835,1414,12872,10943,1928,8806,7603,1202,8971,7752,1218,11444,9878,1565,12637,10989,1647,11444,9878,1565,12637,10989,1647,30538,15277,15257,.80530679,.78953826,.78390425,.76948619,.75450593,.73559183,.70989949,.69684261,.31803,.295075,.29376516,.28836203,.80270904,.79484886,.78477424,.76969022,.74732703,.73770189,.70543271,.69187367,.5353145,.5232048,.50742948,.49767625,.81934792,.75,.77827477,.76805115,.79512447,.7192362,.73952639,.72981179,.10047847,.066657931,.079832211,.078783512,PLFS_1819,July 2018 - June 2019,UTTAR PRADESH,9
21810,4223,4052,171,4228,4057,171,5084,4810,273,5087,4813,273,5627,5331,295,5630,5334,295,4155,3999,156,4165,4008,157,5018,4759,258,5597,5311,285,5018,4759,258,5597,5311,285,15056,7860,7192,.83113819,.83064514,.83001196,.82801914,.75097692,.7504887,.74414867,.74236196,.28081828,.2804862,.27663389,.27596971,.84292543,.84241164,.84219372,.84030259,.7605924,.76008254,.75466013,.75296557,.51615775,.51552165,.50992364,.50877863,.62637365,.62637365,.60852712,.60465115,.57966101,.57966101,.55087721,.54736841,.023776418,.023776418,.02182981,.021690767,PLFS_1819,July 2018 - June 2019,BIHAR,10
2744,773,460,313,812,491,321,1278,802,476,1281,804,477,1332,837,495,1334,838,496,729,455,274,739,465,274,1252,812,440,1307,849,458,1252,812,440,1307,849,458,2196,1136,1060,.63387978,.60485131,.59025562,.58226836,.60869563,.58033031,.56541699,.5577659,.3697632,.35200363,.33652094,.3319672,.61069649,.57356608,.57266009,.56034482,.58591884,.54958183,.54770321,.53592461,.43221831,.40492958,.40933099,.40052816,.67295599,.65756303,.62272727,.62272727,.6471774,.63232321,.59825325,.59825325,.30283019,.29528302,.25849056,.25849056,PLFS_1819,July 2018 - June 2019,SIKKIM,11
7522,1410,1234,176,1457,1247,210,2264,1917,346,2277,1918,358,2519,2081,437,2532,2082,449,1415,1236,179,1420,1240,180,2274,1924,349,2525,2083,441,2274,1924,349,2525,2083,441,5942,3195,2745,.63987702,.62279153,.62445033,.62225151,.57543445,.55974591,.56237626,.56039602,.24520363,.23729384,.23897678,.23813531,.65015644,.64371413,.64449066,.64241165,.59894335,.59298414,.59529525,.59337497,.39029735,.38622847,.38810641,.38685447,.5865922,.50867051,.51575929,.51289397,.46770602,.40274599,.40816328,.40589568,.076502733,.064116575,.065573767,.065209471,PLFS_1819,July 2018 - June 2019,ARUNACHAL PRADESH,12
4202,601,470,131,601,470,131,1125,910,215,1125,910,215,1388,1070,318,1388,1070,318,604,473,131,607,475,132,1126,912,214,1387,1071,316,1126,912,214,1387,1071,316,3133,1584,1547,.53422225,.53422225,.53907639,.53641206,.43299711,.43299711,.43763518,.43547225,.19182892,.19182892,.19374402,.19278647,.51648355,.51648355,.52083331,.51864034,.43925235,.43925235,.44351074,.44164333,.29671717,.29671717,.29987374,.2986111,.60930234,.60930234,.61682242,.61214954,.41194969,.41194969,.41772151,.41455695,.084680028,.084680028,.085326441,.084680028,PLFS_1819,July 2018 - June 2019,NAGALAND,13
10981,2360,1738,621,2415,1758,656,3497,2584,911,3544,2589,953,3831,2805,1023,3877,2809,1065,2360,1728,631,2376,1741,634,3504,2581,921,3832,2799,1030,3504,2581,921,3832,2799,1030,7861,3893,3963,.68143338,.67486417,.67808217,.67351598,.6229043,.61602718,.62004173,.61586636,.30721283,.30021626,.30225161,.30021626,.67902666,.67260063,.67454475,.66950792,.62584549,.61960787,.62200785,.61736333,.45157975,.44644234,.44721293,.44387361,.68835258,.68166852,.68838221,.68512487,.61596245,.60703814,.61553401,.61262137,.16553116,.15669946,.15997982,.15922281,PLFS_1819,July 2018 - June 2019,MANIPUR,14
6009,1398,954,444,1399,955,444,2118,1481,637,2119,1482,637,2308,1585,723,2308,1585,723,1394,952,442,1399,955,444,2117,1479,638,2311,1588,723,2117,1479,638,2311,1588,723,4669,2293,2374,.66021711,.66005665,.66084081,.65847898,.60615253,.60571921,.60536563,.6032021,.29963589,.29942173,.29963589,.298565,.64439946,.64415938,.64570653,.64367819,.60252368,.60189277,.60138541,.59949625,.41648495,.41604885,.41648495,.41517663,.69701725,.69701725,.69592476,.69278997,.61410791,.61410791,.61410791,.61134166,.18702611,.18702611,.18702611,.18618366,PLFS_1819,July 2018 - June 2019,MIZORAM,15
6934,1564,1398,166,1576,1409,167,2305,1978,327,2305,1978,327,2643,2139,504,2643,2139,504,1523,1379,144,1550,1399,151,2278,1969,309,2638,2137,501,2278,1969,309,2638,2137,501,5594,2854,2740,.68373102,.67852497,.68042141,.66856891,.59629208,.59175181,.58756632,.5773313,.28173041,.27958527,.27708259,.27225599,.71233571,.70677453,.71051294,.70035553,.658719,.65357643,.65465605,.64529717,.49369305,.48983881,.49018919,.48318151,.51070338,.50764525,.48867315,.46601942,.33134919,.32936507,.3013972,.28742516,.060948905,.060583942,.05510949,.052554745,PLFS_1819,July 2018 - June 2019,TRIPURA,16
5693,1419,902,517,1484,910,574,2111,1307,804,2163,1311,852,2214,1360,854,2263,1361,902,1425,907,518,1427,908,519,2118,1312,806,2221,1365,856,2118,1312,806,2221,1365,856,3966,1955,2011,.68608415,.67219329,.67374879,.67280453,.65576667,.64092141,.64250338,.64160287,.37418053,.35779122,.35980839,.35930407,.69412661,.69013005,.69207317,.691311,.66862601,.66323531,.66520149,.66446888,.46547315,.46138108,.46445012,.46393862,.67370892,.64303482,.6439206,.64267993,.63636363,.60538644,.6063084,.60514021,.28543013,.25708604,.25808054,.25758329,PLFS_1819,July 2018 - June 2019,MEGHALAYA,17
14445,2996,2804,192,3038,2830,208,4514,3915,599,4528,3921,607,4902,4233,668,4915,4238,676,2977,2791,186,3007,2811,196,4516,3919,597,4921,4248,672,4516,3919,597,4921,4248,672,10888,5669,5218,.67093641,.66371292,.66585475,.6592117,.61810786,.61117911,.61105466,.60495836,.27902278,.27516532,.27617562,.27342027,.72175467,.71621966,.71727484,.71217149,.66776782,.66241437,.66172314,.65701509,.49920622,.49461988,.49585465,.49232668,.34266886,.32053423,.32830819,.3115578,.30769232,.28742516,.29166666,.2767857,.039862014,.036795706,.037562285,.035645843,PLFS_1819,July 2018 - June 2019,ASSAM,18
24644,5869,4938,931,6523,5138,1385,8660,7167,1493,9255,7273,1982,9206,7626,1580,9769,7703,2066,5765,4631,1134,5984,4810,1174,8793,7021,1772,9527,7635,1892,8793,7021,1772,9527,7635,1892,19239,9707,9530,.70480824,.67771363,.68054134,.65563518,.66772443,.637519,.62810957,.60512227,.33905089,.30505744,.31103489,.29965174,.7064485,.68899119,.68508762,.65959263,.66701287,.64752162,.62999344,.60654879,.52930874,.50870508,.49551868,.47707841,.69878912,.6235767,.66252822,.63995486,.67037755,.58924049,.62050742,.59936577,.14533053,.097691499,.12318993,.11899266,PLFS_1819,July 2018 - June 2019,WEST BENGAL,19
12401,2653,2166,486,2898,2243,654,3555,2899,655,3767,2952,814,3837,3160,676,4039,3204,834,2498,2043,454,2516,2056,459,3432,2807,624,3802,3149,652,3432,2807,624,3802,3149,652,8726,4332,4391,.76931244,.74627286,.73310024,.7278555,.71750432,.69142562,.66175699,.6570226,.33211094,.30403394,.28833371,.28627092,.75982386,.74715418,.7324546,.72782332,.70006239,.68544304,.6529057,.64877737,.5177747,.5,.47460756,.47160664,.8034398,.74198472,.73557693,.7275641,.78417265,.71893489,.70398772,.69631904,.14894101,.11068094,.104532,.1033933,PLFS_1819,July 2018 - June 2019,JHARKHAND,20
15172,3786,3039,747,4098,3123,974,4996,4004,991,5231,4020,1210,5524,4410,1113,5751,4421,1329,3380,2732,648,3467,2809,658,4678,3776,901,5395,4359,1035,4678,3776,901,5395,4359,1035,11494,5675,5817,.78340662,.75780624,.74112868,.72253102,.71257174,.68537289,.64263207,.62650603,.35653386,.32938924,.30163562,.29406646,.77686566,.758991,.74390888,.72351694,.70640129,.68911564,.64441383,.62674928,.55030835,.53550661,.49497798,.4814097,.8049587,.75378406,.73029965,.71920091,.73288184,.67115903,.6357488,.62608695,.16744027,.12841672,.11311673,.11139762,PLFS_1819,July 2018 - June 2019,ORISSA,21
9739,3109,1915,1193,3322,2019,1302,4053,2626,1426,4178,2662,1515,4213,2746,1466,4331,2776,1554,2512,1715,796,2598,1769,828,3508,2457,1050,3791,2681,1109,3508,2457,1050,3791,2681,1109,7269,3676,3592,.79511726,.76708609,.74059296,.71607757,.76702839,.73795396,.68530732,.66262197,.45700923,.42770669,.35740817,.34557712,.7584523,.72924602,.7199837,.69800568,.72730547,.69737798,.65982842,.6396867,.54923832,.52094668,.4812296,.46653971,.85940593,.83660591,.78857142,.75809526,.83783782,.813779,.74661857,.71776372,.36247215,.33212695,.23051225,.22160356,PLFS_1819,July 2018 - June 2019,CHATTISGARH,22
20773,5798,4447,1351,6069,4589,1480,7408,5743,1665,7618,5831,1787,7838,6121,1717,7996,6164,1832,5268,4160,1108,5343,4219,1124,6961,5531,1430,7661,6110,1551,6961,5531,1430,7661,6110,1551,15535,8088,7446,.79666579,.7826674,.76756215,.75678784,.75900447,.73972952,.69742852,.6876387,.39066625,.37322176,.34393305,.33910525,.78700054,.77433395,.76279151,.75212437,.74448413,.72651529,.69050735,.68085104,.56738377,.54982692,.52163702,.51434225,.82820368,.81141144,.78601396,.77482516,.80786026,.78683752,.72469378,.71437782,.19876444,.1814397,.15095353,.14880472,PLFS_1819,July 2018 - June 2019,MADHYA PRADESH,23
14390,3056,2427,628,3206,2453,752,5115,4221,893,5246,4225,1020,5342,4423,918,5473,4427,1045,3104,2410,693,3146,2438,707,5182,4203,978,5420,4416,1003,5182,4203,978,5420,4416,1003,10861,5638,5221,.61113226,.59745848,.6071015,.59899652,.58578473,.57207036,.58044279,.57269371,.29518461,.28137371,.28966025,.28579322,.58059174,.57498223,.58006185,.57339996,.55409986,.54872257,.55208331,.54574275,.43508336,.43047181,.43242285,.42745656,.73725492,.70324749,.72290391,.70858896,.71961725,.68409586,.70488536,.69092721,.14403372,.12028347,.13541467,.1327332,PLFS_1819,July 2018 - June 2019,GUJARAT,24
1216,153,114,39,232,145,87,521,427,94,565,433,132,533,437,96,574,440,134,146,109,37,149,112,37,513,421,92,533,439,94,513,421,92,533,439,94,956,531,425,.41061947,.29366603,.29044834,.28460038,.40418118,.28705442,.27954972,.27392119,.24267782,.16004184,.15585774,.15271966,.33487299,.26697892,.26603326,.25890738,.32954547,.26086956,.25512528,.24829157,.27306968,.21468927,.21092279,.20527308,.65909094,.41489363,.40217391,.40217391,.64925373,.40625,.39361703,.39361703,.20470588,.091764703,.08705882,.08705882,PLFS_1819,July 2018 - June 2019,D & N. HAVELI & DAMAN & DIU,25
32366,7718,5319,2398,7893,5433,2459,12145,8806,3338,12257,8861,3395,12791,9251,3539,12878,9285,3592,7035,5026,2008,7119,5092,2026,11494,8537,2956,12540,9244,3295,11494,8537,2956,12540,9244,3295,24128,12351,11771,.64395857,.63548785,.61936665,.61205846,.61290574,.60339302,.56770337,.56100476,.32713032,.31987733,.2950514,.29156995,.61313623,.60402,.59646243,.58873141,.58513731,.57496488,.55084378,.54370403,.43988341,.43065339,.4122743,.40693063,.72430044,.71839422,.68538564,.67929637,.68457681,.67759252,.61487103,.6094082,.20890324,.20372102,.17211792,.17058873,PLFS_1819,July 2018 - June 2019,MAHARASHTRA,27
14178,4079,2604,1472,4242,2685,1553,5840,3934,1901,5928,3959,1964,6274,4217,2052,6354,4236,2113,3581,2368,1212,3680,2435,1244,5447,3782,1662,6077,4182,1891,5447,3782,1662,6077,4182,1891,10879,5393,5479,.71558702,.69845891,.67560124,.65742612,.66761094,.65014344,.60556197,.58927101,.38992554,.37494254,.33826637,.32916629,.67820156,.66192168,.64383924,.62612373,.63385272,.6175006,.58225727,.56623626,.49786761,.48284814,.4515112,.43908772,.79073322,.7743293,.74849582,.72924185,.73497397,.71734893,.65785301,.64093071,.28344589,.26866215,.22704872,.22120824,PLFS_1819,July 2018 - June 2019,ANDHRA PRADESH,28
16112,3800,2940,859,3832,2952,879,5907,4574,1331,5930,4576,1352,6151,4759,1390,6174,4761,1411,3663,2859,803,3681,2875,805,5779,4503,1274,6117,4756,1359,5779,4503,1274,6117,4756,1359,12054,6128,5920,.64620572,.64330453,.6369614,.6338467,.62066734,.61778575,.60176557,.59882295,.31790277,.31524804,.30537581,.30388254,.64510489,.64276344,.63846326,.63491005,.62003779,.61777687,.60449958,.60113543,.48172325,.47976503,.46915796,.46654698,.65014791,.64537942,.63186812,.63029826,.62296242,.61798561,.59234732,.59087563,.14847973,.14510135,.13597973,.13564189,PLFS_1819,July 2018 - June 2019,KARNATAKA,29
1679,231,172,59,240,179,61,617,454,163,618,454,164,668,476,192,669,476,193,210,159,51,218,164,54,595,440,155,644,466,178,595,440,155,644,466,178,1251,625,626,.3883495,.37439221,.36638656,.35294119,.35874438,.34580839,.33850932,.32608697,.19184652,.18465228,.17426059,.16786571,.39427313,.37885463,.37272727,.36136365,.37605041,.36134455,.35193133,.34120172,.28639999,.27520001,.2624,.25440001,.37195122,.36196318,.34838709,.32903227,.31606218,.30729166,.30337077,.28651685,.097444087,.094249204,.08626198,.081469648,PLFS_1819,July 2018 - June 2019,GOA,30
642,86,86,0,86,86,0,158,137,21,158,137,21,219,180,39,219,180,39,84,84,0,85,85,0,157,136,21,220,180,40,157,136,21,220,180,40,492,232,260,.54430377,.54430377,.54140127,.53503186,.39269406,.39269406,.38636363,.38181818,.17479675,.17479675,.17276423,.17073171,.62773722,.62773722,.625,.61764705,.47777778,.47777778,.47222221,.46666667,.37068966,.37068966,.36637932,.36206895,0,0,0,0,0,0,0,0,0,0,0,0,PLFS_1819,July 2018 - June 2019,LAKSHDWEEP,31
16882,3207,2511,694,3603,2629,972,5324,3887,1435,5661,3951,1708,6008,4153,1853,6299,4193,2104,3072,2308,762,3209,2415,792,5276,3750,1524,6071,4120,1949,5276,3750,1524,6071,4120,1949,11959,5494,6462,.63646001,.60236663,.60822594,.5822593,.57199556,.53378826,.52857846,.5060122,.30127937,.26816624,.26833346,.25687766,.66540116,.64599949,.64399999,.61546665,.62699735,.60462314,.58616507,.56019419,.47852203,.45704404,.43957043,.42009464,.56908667,.48362368,.51968503,.5,.46197718,.37452778,.40636224,.39096972,.15041783,.10739709,.12256268,.11792015,PLFS_1819,July 2018 - June 2019,KERALA,32
22877,5174,3292,1882,5462,3415,2047,9019,6073,2946,9207,6115,3092,9802,6557,3245,9936,6578,3358,4828,3086,1742,4924,3157,1767,8707,5881,2826,9736,6527,3209,8707,5881,2826,9736,6527,3209,17315,8437,8877,.59324425,.57367778,.56552202,.55449641,.5497182,.52785146,.50575185,.49589154,.31544903,.29881606,.28437769,.27883339,.5584628,.54207146,.53681344,.5247407,.51915479,.50205886,.48368317,.47280526,.40476474,.39018607,.37418514,.36576983,.66203105,.63883233,.62526542,.61641896,.60958904,.57996917,.55063885,.54284823,.23059592,.21200857,.19905373,.19623747,PLFS_1819,July 2018 - June 2019,TAMIL NADU,33
2078,309,209,100,329,223,106,774,530,244,776,530,246,833,575,258,835,575,260,261,174,87,282,189,93,724,501,223,808,565,243,724,501,223,808,565,243,1540,729,810,.42396906,.39922482,.38950276,.36049724,.39401197,.37094837,.3490099,.3230198,.21363637,.20064935,.18311688,.16948052,.42075473,.39433962,.37724552,.34730539,.38782609,.36347827,.33451328,.30796459,.30589849,.28669411,.25925925,.23868313,.43089432,.40983605,.41704035,.39013454,.40769231,.38759691,.38271606,.35802469,.1308642,.12345679,.11481482,.10740741,PLFS_1819,July 2018 - June 2019,PONDICHERRY,34
1713,255,208,47,264,212,52,654,518,136,663,522,141,760,551,209,767,554,213,238,191,47,239,191,48,639,502,137,758,550,208,639,502,137,758,550,208,1327,678,649,.39819005,.38990825,.37402192,.37245697,.34419817,.33552632,.31530344,.31398416,.19894499,.19216277,.18010551,.17935193,.40613025,.40154439,.38047808,.38047808,.38267148,.37749547,.34727272,.34727272,.31268436,.30678466,.28171092,.28171092,.36879432,.34558824,.35036495,.34306568,.24413146,.22488038,.23076923,.22596154,.080123268,.072419107,.073959939,.072419107,PLFS_1819,July 2018 - June 2019,A & N ISLANDS,35
10144,2656,1687,968,2703,1711,991,3937,2663,1273,3971,2673,1297,4321,2921,1399,4352,2930,1421,2563,1655,907,2587,1675,911,3849,2637,1211,4289,2921,1367,3849,2637,1211,4289,2921,1367,7842,3937,3903,.68068498,.67462534,.67212266,.66588724,.62109375,.61467254,.60317093,.59757519,.34468248,.33868912,.32989034,.32682988,.64010477,.63349605,.6351915,.62760711,.58395904,.57754195,.57343376,.56658679,.43459487,.42849886,.42545086,.42037085,.76407093,.76040846,.75227088,.74896777,.69739622,.69192278,.66642284,.66349673,.25390726,.24801435,.23341019,.23238534,PLFS_1819,July 2018 - June 2019,TELANGANA,36
15249,3054,2589,464,4343,3013,1329,4698,3941,756,5656,4054,1601,5197,4160,1036,6104,4235,1868,3370,2330,1039,3558,2502,1055,5207,3863,1343,5781,4144,1636,5207,3863,1343,5781,4144,1636,11127,5695,5430,.76785713,.65006387,.68331093,.64720571,.71150064,.58764672,.61546445,.58294415,.39031187,.2744675,.31976274,.30286691,.74321657,.65693986,.64768314,.60315818,.71145219,.62235576,.60376447,.56225866,.5290606,.4546093,.43933275,.40913081,.8301062,.6137566,.78555471,.77364111,.71145612,.44787645,.64486551,.63508558,.24475138,.085451201,.19429098,.19134438,PLFS_1920,July 2019 - June 2020,JAMMU & KASHMIR,1
432,67,56,11,129,78,51,145,111,34,189,116,73,146,112,34,190,117,73,75,52,23,82,56,26,153,107,46,157,110,47,153,107,46,157,110,47,301,165,136,.6825397,.46206897,.53594774,.49019608,.67894739,.45890412,.52229297,.477707,.42857143,.22259136,.27242523,.24916944,.67241377,.5045045,.52336448,.48598132,.66666669,.5,.5090909,.47272727,.47272727,.33939394,.33939394,.31515151,.69863015,.32352942,.56521738,.5,.69863015,.32352942,.55319148,.4893617,.375,.080882356,.19117647,.16911764,PLFS_1920,July 2019 - June 2020,LADAKH,37
7257,2588,1253,1335,3021,1466,1555,3401,1834,1567,3626,1910,1716,3607,1969,1638,3778,2009,1769,2460,1197,1263,2498,1216,1282,3296,1791,1505,3528,1957,1571,3296,1791,1505,3528,1957,1571,5096,2445,2651,.83314949,.76095265,.75788838,.74635923,.79962945,.71749377,.70804989,.69727892,.5928179,.50784928,.49018839,.48273155,.76753926,.68320608,.67895031,.6683417,.7297163,.63636363,.62135923,.61165047,.59959102,.51247442,.49734151,.48957056,.90617716,.85194641,.85182726,.83920264,.87902772,.8150183,.81604075,.80394655,.5865711,.50358355,.48359111,.47642398,PLFS_1920,July 2019 - June 2020,HIMACHAL PRADESH,2
13330,2662,2266,396,2818,2284,534,4652,3820,832,4796,3828,968,5021,4093,928,5163,4099,1064,2469,2013,456,2510,2046,464,4555,3662,893,5100,4086,1014,4555,3662,893,5100,4086,1014,9980,5219,4761,.58757299,.572227,.5510428,.54204172,.54580671,.5301733,.49215686,.48411766,.28236473,.26673347,.25150302,.24739479,.5966562,.59319371,.55871111,.5496996,.55720907,.55362815,.50073421,.49265787,.43763173,.43418279,.39202914,.38570607,.55165291,.47596154,.51959687,.5106383,.50187969,.42672414,.45759368,.44970414,.11216131,.083175801,.097458519,.095778197,PLFS_1920,July 2019 - June 2020,PUNJAB,3
1376,126,111,15,131,114,17,478,386,92,481,387,94,514,413,101,517,414,103,118,104,14,118,104,14,473,381,92,515,414,101,473,381,92,515,414,101,1003,515,488,.27234927,.26359832,.24947146,.24947146,.25338492,.24513619,.22912621,.22912621,.13060817,.12562314,.11764706,.11764706,.29457363,.28756475,.27296588,.27296588,.27536231,.26876512,.25120774,.25120774,.22135922,.21553399,.20194174,.20194174,.18085106,.16304348,.15217391,.15217391,.16504854,.14851485,.13861386,.13861386,.034836065,.030737706,.028688524,.028688524,PLFS_1920,July 2019 - June 2020,CHANDIGARH,4
6974,1614,1149,465,1658,1155,503,2445,1809,636,2479,1811,668,2617,1928,689,2649,1928,721,1482,1018,464,1499,1029,470,2324,1690,634,2613,1925,688,2324,1690,634,2613,1925,688,5082,2532,2547,.66881806,.66012269,.64500862,.63769364,.62589657,.61673671,.57367009,.56716418,.32624951,.31759149,.29496261,.29161748,.63776916,.63515753,.60887575,.60236686,.59906638,.59595436,.53454548,.52883118,.45616114,.45379147,.40639812,.40205371,.752994,.73113209,.7413249,.73186117,.69764215,.67489117,.68313956,.67441863,.19748724,.18256773,.18453082,.18217511,PLFS_1920,July 2019 - June 2020,UTTARANCHAL,5
11703,2074,1756,318,2101,1776,325,3660,3070,590,3665,3071,594,3983,3340,643,3988,3341,647,1961,1678,283,1977,1692,285,3554,3004,550,3947,3331,616,3554,3004,550,3947,3331,616,8441,4482,3959,.57326055,.56666666,.55627459,.55177265,.52683049,.52071303,.50088674,.49683303,.24890415,.24570549,.23421395,.23231845,.57831323,.57198697,.56324899,.55858856,.53157735,.52574849,.50795555,.50375265,.39625168,.39178938,.37751004,.37438643,.54713804,.53898305,.5181818,.51454544,.50231838,.49455675,.46266234,.45941558,.082091436,.080323316,.071987875,.071482696,PLFS_1920,July 2019 - June 2020,HARYANA,6
3810,347,313,34,350,314,36,1219,1050,169,1222,1052,170,1355,1159,196,1357,1160,197,309,276,33,310,276,34,1191,1025,166,1357,1158,199,1191,1025,166,1357,1158,199,2900,1564,1336,.28641573,.28465956,.26028547,.25944585,.25792187,.25608855,.2284451,.22770818,.12068965,.11965517,.10689655,.10655172,.29847908,.29809523,.2692683,.2692683,.27068967,.27006039,.23834197,.23834197,.20076726,.20012787,.17647059,.17647059,.21176471,.20118344,.20481928,.19879518,.18274112,.17346939,.17085427,.16582915,.026946107,.025449101,.025449101,.024700599,PLFS_1920,July 2019 - June 2020,DELHI,7
20693,5210,3648,1560,6071,3847,2222,6945,5118,1825,7667,5201,2464,7385,5485,1898,8080,5543,2535,5030,3340,1688,5084,3388,1694,6853,4875,1976,7503,5442,2059,6853,4875,1976,7503,5442,2059,14587,7451,7134,.79183513,.75018001,.74186486,.73398513,.75136137,.70548409,.67759562,.67039853,.4161925,.35716733,.34852952,.34482759,.73966545,.71277845,.69497436,.68512821,.6940285,.66508663,.62256521,.61374497,.51630652,.48959872,.45470408,.44826198,.90178573,.8547945,.85728747,.85425103,.87652862,.82191783,.82272947,.81981546,.31146622,.21867116,.23745444,.23661341,PLFS_1920,July 2019 - June 2020,RAJASTHAN,8
43509,10135,8590,1544,11028,8912,2115,12691,10762,1928,13455,10958,2496,13420,11397,2022,14149,11559,2589,9447,7756,1690,9620,7915,1704,12472,10344,2127,13595,11349,2245,12472,10344,2127,13595,11349,2245,30722,15528,15189,.81962097,.79859746,.77132779,.75745672,.77941906,.75521612,.70761311,.69488782,.35896102,.32989389,.31313065,.3074995,.81328708,.79817879,.76517791,.74980664,.77100098,.75370711,.69741827,.6834082,.57393098,.55319422,.50972438,.49948481,.84735578,.80082989,.80112833,.79454631,.81691772,.76360041,.75902003,.75278395,.13924551,.10165251,.11218645,.11126473,PLFS_1920,July 2019 - June 2020,UTTAR PRADESH,9
